ID,Text
41725,... and law and order.
41735,"Look, I -- no, no."
41760,"I will always stand up for our Constitution, regardless of the political pressure."
41778,Seventeen percent of Republicans have confidence in our Department of Justice.
41784,"You have to shut down the FBI, actually have the courage to get it right."
41798,"Here -- I know, but here's the thing."
41800,This election is not about January 6 of 2021.
41817,"We have answered this so many times, is the thing."
41841,"More people are understanding the importance of that, including conservative legal scholars, who says he may be disqualified under the 14th Amendment from being President, again, as a result of the insurrection."
41848,"OK, I'd like to answer."
41852,And he deserves not grudging credit.
41861,And I do think that we need to give him credit for that.
41862,"But what I will also tell you is, look, I mean, when it comes to whether President Trump should serve or not, I trust the American people let them vote, let them decide."
41864,We have to look at the fact that three quarters of Americans don't want a rematch between Trump and Biden.
41866,We can't win a general election that way.
41894,"Well, Mike, why don't you say this?"
41898,I'm the only candidate on this stage when the  say it.
41899,That is how we move our nation forward.
41907,"If I'm president in the United States, we'll get fair consideration of any pardon request."
41913,"And it ended with a prayer, so help me God."
41936,"I mean, I would have Europe step up and do their job."
41948,"And I find it offensive, that we have professional politicians on the stage that will make a pilgrimage to Kyiv, to their Pope, Zelenskyy, without doing the same thing for people in Maui or the Southside of Chicago or Kensington."
41956,"And I went to Ukraine, because I wanted to see for myself, what Vladimir Putin's army was doing to the free Ukrainian people."
41960,"They have gouged out people's eyes, cut off their ears and shot people in the back of the head, men, and then gone into those homes and raped the -- the daughters and the wives who were left as widows and orphans."
41974,"Vivek, if we do the giveaway that you want to give to Putin to give him his land, is not going to be too long for he rolls across a NATO border."
41975,"And frankly, our men and women of our armed forces are going to have to go and fight him."
41988,... has been saying he wants to reestablish the old Soviet sphere of influence.
41989,"You've -- you've made your point, Vice President."
41995,And we are driving Russia further into China's arms.
42020,"And I think that the same people that took us into Iraq War, the same people who took us into the Vietnam War, you cannot end -- you not start another no-win war."
42025,That will be my top priority...
42054,"When I was at the U.N., the Russian ambassador suddenly died."
42074,Do you want to go and give Ukraine to Russia?
42090,And you know what friends do?
42091,Friends help each other stand on their own two feet.
42093,I will partner with Israel to make sure Iran never is nuclear-armed.
42118,And we can do both at the same time.
42122,We're going to use force and we're going to leave them stone-cold dead.
42134,"And we act like that letting Russia win in the Ukraine is like a gimme, as opposed to a gift to China."
42141,"But the Biden administration sends Blinken, Yellen over there."
42144,"And what we need to do is not meetings, not press releases, because something that would send a lot more than a press release is actually harpoon missiles."
42168,"And, as the next president of the United States, I will make that border wall complete."
42202,We cannot be successful going against the cartel unless we bring in Mexico as a partner.
42228,I have met Angel Moms throughout this country.
42232,"So, as president, would I use force?"
42307,"And then revive our national identity where every high school senior should have to pass the same civics test that, frankly, every immigrant, including my mother, had to pass in order to become a citizen of this country."
42309,I didn't grow up in money.
42332,"And, as governor, well, education is one of the biggest part of a state budget."
42335,I don't sit and lecture school districts how to do it.
42341,"I would give block grants to schools, but I'd give them on merit based on who's doing the most innovative -- I just got done holding the seventh annual Governors Conference on Innovation and Education."
42349,"And we can talk about all of these things, and there's a lot of crazy, woke things happening in schools, but we have got to get these kids reading."
42355,Let's teach our kids to build things again.
42356,"When we do that, and we allow that innovation, that's when it'll get back."
42399,Thirty-second quick answer to that.
42408,I built computer science education.
42426,I think it should be voluntary.
42467,"Our cities are less safe because of the fentanyl pouring into this country, our economy is being crushed by Biden's energy policies, which are raising the cost of every product you buy, not just the gasoline at the pump."
42473,We've got to cut the red tape.
42489,That's exactly what I bring.
42492,"Join in this fight, asa2024.com."
42496,I was a disillusioned young man growing up in a single-parent household mired in poverty.
42532,We will put transparency in the classroom.
42534,We will have the backs of our law enforcement.
42536,"And, once again, we will make sure we have an America that is strong and proud."
42540,"Thank you, Bret and Martha, for this evening."
42541,It's an honor to be here.
42545,But I know we can bring it back.
42558,"And I grew up into a generation where we were taught to celebrate our diversity and our differences so much that we forgot all of the ways we are really just the same as Americans, bound by a common set of ideals that set this nation into motion in 1776."
42569,"And the US Constitution, it is the strongest guarantor of freedom in human history."
42571,That is what will win us the revolution of 2024.
42580,I understand the importance of the American dream.
42585,"I'm also a dad and a husband to a 6-, 5-, and 3-year-old."
