ID,Text,Category
28801,"For example, in our State of Texas I worked with the legislature, both Republicans and Democrats, to pass a law that said if you come in the top 10% of your high school class, you're automatically admitted to one of our higher institutions of learning, college.",Yes
28802,"And as a result, our universities are now more diverse.",Yes
28807,"The contracts need to be smaller, the agencies need to be -- need to recruit and to work hard to find people to bid on the state contracts.",No
28809,"So to answer your question, I support, I guess the way to put it, is affirmative access.",No
28821,I do know what affirmative action means.,No
28827,"And incidentally, an excellent -- I mean, I think our success over the last eight years has not been in spite of diversity but because of it.",No
28829,"And incidentally, Mel Carnahan in Missouri had the finest record on diversity in any governor in the entire history of the State of Missouri.",Yes
28852,"No, it doesn't speak for itself, Mr. Vice President, it speaks for the fact that there are certain rules in this that we all agree to, but evidently rules don't mean anything.",No
28862,"If you want to participate in some of the dynamic changes that are going on in our country, you will get specific help in doing that.",No
28863,"If you are part of the -- of the bottom 20% or so of wage earners, then you will get an expanded earned income tax credit.",Yes
28865,"And if you have a -- if you have an elderly parent or grandparent who needs long-term care, then you will get help with that.",No
28870,You're not going to be targeted in or targeted out.,No
28880,It will be a world of peace because we're going to have a clear sight of foreign policy based upon a strong military and a mission that stands by our friends.,No
28882,A judicious use of the military which will help keep the peace.,No
28885,You'll be in a world in which fits into my philosophy.,No
28888,Government shouldn't be a heavy hand.,No
28907,"You can't let public persuasion sway you, because the job is to enforce the law.",No
28909,There have been some tough cases come across my desk.,No
28915,I'm not proud of any record.,No
28923,"If the wrong guy is put to death, then that's a double tragedy.",No
28925,And in some cases may be still at large.,No
28933,I don't think that's right.,No
28945,I think the record shows otherwise.,No
28946,We have gone from the biggest deficits eight years ago to the biggest surpluses in history today.,Yes
28955,We both made promises in this campaign.,No
28957,Let me tell you about one of the governor's.,No
28959,"But he's promised seniors that their Social Security benefits will not be cut, and he's promised the same trillion dollars to them.",Yes
28960,So this is a show me state.,No
28962,"Which one of those promises will you keep and which will you break, Governor?",No
28975,"(LAUGHTER) I said I'd do four things; tort reform, education reform, welfare reform and juvenile justice reform.",Yes
28979,"And that's what we need, I think, in this election.",No
28981,"I'm sure your 6th grade kids are listening and saying, these guys will say anything to get elected.",No
28986,"But if you're a younger worker, if you're younger, you better hope this country thinks differently, otherwise you're gonna be faced with huge payroll taxes or reduced benefits.",No
28987,And you bet we're gonna take a trillion dollars of your own money and let you invest it under safe guidelines so you get a better rate of return on the money than the paltry 2% that the federal government gets for you today.,Yes
28998,Because the trillion dollars that has been promised to young people has also been promised to older people.,Yes
29002,Now that is the difference.,No
29020,"Thank you very much, Jim, and I'll begin by answering your questions -- your last question.",No
29023,I would like to tell you something about me.,No
29025,I have kept the faith.,No
29036,I believe very deeply that you have to be willing to stand up and fight no matter what powerful forces might be on the other side.,No
29041,"Highest private home ownership ever, but I'll make you one promise here.",Yes
29048,There is a difference between big federal government and somebody who is coming from outside of Washington who will trust individuals.,No
29053,I want to have the military keeping the peace.,No
29058,"I don't think the surplus exists because of the ingenuity and hard work of the federal government, I think it exists because of the ingenuity and hard work of the American people.",No
29063,"For those of you for my opponent, please only vote once.",No
29065,"Should I be fortunate enough to become your president, when I put my hand on the Bible, I will swear to not only uphold the laws of the land, but I will also swear to uphold the honor and the dignity of the office to which I have been elected, so help me God.",No
29101,"Well, thank you, Lester, and thanks to Hofstra for hosting us.",No
29102,The central question in this election is really what kind of country we want to be and what kind of future we'll build together.,No
29103,"Today is my granddaughter's second birthday, so I think about this a lot.",No
29104,"First, we have to build an economy that works for everyone, not just those at the top.",No
29105,"That means we need new jobs, good jobs, with rising incomes.",No
29107,I want us to invest in your future.,No
29112,"If you help create the profits, you should be able to share in them, not just the executives at the top.",No
29114,I've heard from so many of you about the difficult choices you face and the stresses that you're under.,No
29115,"So let's have paid family leave, earned sick days.",No
29116,Let's be sure we have affordable child care and debt-free college.,No
29117,How are we going to do it?,No
29120,We're going to have a debate where we are talking about the important issues facing our country.,No
29121,"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.",No
29122,I hope that I will be able to earn your vote on November 8th.,No
29128,Our jobs are fleeing the country.,Yes
29131,You look at what China is doing to our country in terms of making our product.,No
29132,"They're devaluing their currency, and there's nobody in our government to fight them.",Yes
29133,And we have a very good fight.,No
29134,And we have a winning fight.,No
29135,"Because they're using our country as a piggy bank to rebuild China, and many other countries are doing the same thing.",Yes
29147,But we have to stop our jobs from being stolen from us.,No
29149,All you have to do is take a look at Carrier air conditioning in Indianapolis.,No
29150,"They left -- fired 1,400 people.",Yes
29152,So many hundreds and hundreds of companies are doing this.,Yes
29155,That's going to be a job creator like we haven't seen since Ronald Reagan.,No
29156,It's going to be a beautiful thing to watch.,No
29161,"And I look very, very much forward to doing it.",No
29162,"We have to renegotiate our trade deals, and we have to stop these countries from stealing our companies and our jobs.",No
29164,"Well, I think that trade is an important issue.",No
29166,"And we need to have smart, fair trade deals.",No
29167,"We also, though, need to have a tax system that rewards work and not just financial transactions.",No
29170,"I call it trumped-up trickle-down, because that's exactly what it would be.",No
29171,That is not how we grow the economy.,No
29172,"We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes.",No
29173,I think we come at it from somewhat different perspectives.,No
29175,"You know, Donald was very fortunate in his life, and that's all to his benefit.",No
29176,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.",Yes
29178,I have a different experience.,No
29183,That's the kind of economy I want us to see again.,No
29188,"Well, for one thing -- and before we start on that -- my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs.",Yes
29189,Our country's in deep trouble.,No
29193,So we have to do that.,No
29196,Let me give you the example of Mexico.,No
29197,They have a VAT tax.,Yes
29198,We're on a different system.,No
29199,"When we sell into Mexico, there's a tax.",Yes
29201,"When they sell into us, there's no tax.",Yes
29204,"Now, in all fairness to Secretary Clinton -- yes, is that OK?",No
29206,I want you to be very happy.,No
29207,It's very important to me.,No
29210,And why hasn't she made the agreements better?,No
29211,The NAFTA agreement is defective.,No
29212,"Just because of the tax and many other reasons, but just because of the fact...",No
29215,They should have been doing this for years.,No
29219,"How do you bring back -- specifically bring back jobs, American manufacturers?",No
29221,"Well, the first thing you do is don't let the jobs leave.",No
29224,"They're leaving, and they're leaving in bigger numbers than ever.",Yes
29226,We wish you a lot of luck.,No
29230,We have to stop them from leaving.,No
29231,"And that's a big, big factor.",No
29233,"Well, let's stop for a second and remember where we were eight years ago.",No
29234,"We had the worst financial crisis, the Great Recession, the worst since the 1930s.",Yes
29236,"In fact, Donald was one of the people who rooted for the housing crisis.",Yes
29237,"He said, back in 2006, ""Gee, I hope it does collapse, because then I can go in and buy some and make some money.""",Yes
29240,Nine million people -- nine million people lost their jobs.,Yes
29241,Five million people lost their homes.,Yes
29244,And it has not been easy.,No
29246,"Independent experts have looked at what I've proposed and looked at what Donald's proposed, and basically they've said this, that if his tax plan, which would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy, were to go into effect, we would lose 3.5 million jobs and maybe have another recession.",Yes
29249,Some country is going to be the clean- energy superpower of the 21st century.,No
29250,Donald thinks that climate change is a hoax perpetrated by the Chinese.,Yes
29256,I do not say that.,No
29257,"And I think it's important that we grip this and deal with it, both at home and abroad.",No
29261,We can build a new modern electric grid.,No
29262,That's a lot of jobs; that's a lot of new economic activity.,No
29265,She talks about solar panels.,No
29266,"We invested in a solar company, our country.",Yes
29268,They lost plenty of money on that one.,Yes
29270,Our energy policies are a disaster.,No
29274,"He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.",Yes
29275,So I will tell you this.,No
29278,"And all you have to do is look at Michigan and look at Ohio and look at all of these places where so many of their jobs and their companies are just leaving, they're gone.",Yes
29279,"And, Hillary, I'd just ask you this.",No
29280,You've been doing this for 30 years.,No
29281,Why are you just thinking about these solutions right now?,No
29284,I will bring -- excuse me.,No
29285,I will bring back jobs.,No
29289,"And I have -- well, not quite that long.",No
29290,I think my husband did a pretty good job in the 1990s.,No
29291,I think a lot about what worked and how we can make it work again...,No
29294,"... million new jobs, a balanced budget...",No
29297,"Manufacturing jobs went up also in the 1990s, if we're actually going to look at the facts.",Yes
29300,Will they raise incomes in America?,No
29301,And are they good for our national security?,No
29305,But let's not assume that trade is the only challenge we have in the economy.,No
29307,I'm going to have a special prosecutor.,No
29309,"When I was secretary of state, we actually increased American exports globally 30 percent.",Yes
29310,We increased them to China 50 percent.,Yes
29311,So I know how to really work to get new jobs and to get exports that helped to create more new jobs.,No
29313,But you haven't done it in 30 years or 26 years or any number you want to...,Yes
29314,"Well, I've been a senator, Donald...",No
29317,And I have been a secretary of state...,No
29320,"Your husband signed NAFTA, which was one of the worst things that ever happened to the manufacturing industry.",Yes
29324,"NAFTA is the worst trade deal maybe ever signed anywhere, but certainly ever signed in this country.",No
29325,And now you want to approve Trans-Pacific Partnership.,Yes
29326,You were totally in favor of it.,Yes
29329,Nothing will ever top NAFTA.,No
29331,I was against it once it was finally negotiated and the terms were laid out.,Yes
29342,"... which I was not responsible for, I concluded it wasn't.",No
29343,I wrote about that in my book...,No
29346,Is it President Obama's fault?,No
29348,"Secretary, is it President Obama's fault?",No
29351,"There are different views about what's good for our country, our economy, and our leadership in the world.",No
29353,"That's why I said new jobs with rising incomes, investments, not in more tax cuts that would add $5 trillion to the debt.",Yes
29355,"But in -- oh, but I do.",No
29356,"Secretary, you have no plan.",No
29357,"In fact, I have written a book about it.",No
29359,You can pick it up tomorrow at a bookstore...,No
29363,... or at an airport near you.,No
29365,"But it's because I see this -- we need to have strong growth, fair growth, sustained growth.",No
29366,We also have to look at how we help families balance the responsibilities at home and the responsibilities at business.,No
29371,You are going to drive business out.,No
29372,"Your regulations are a disaster, and you're going to increase regulations all over the place.",No
29375,It will create tremendous numbers of new jobs.,No
29377,"When I go around -- Lester, I tell you this, I've been all over.",No
29378,"And when I go around, despite the tax cut, the thing -- the things that business as in people like the most is the fact that I'm cutting regulation.",No
29381,I'm going to cut regulations.,No
29390,"So if you want to see in real-time what the facts are, please go and take a look.",No
29391,Because what I have proposed...,No
29392,"And take a look at mine, also, and you'll see.",No
29393,"... would not add a penny to the debt, and your plans would add $5 trillion to the debt.",Yes
29394,What I have proposed would cut regulations and streamline them for small businesses.,Yes
29395,"What I have proposed would be paid for by raising taxes on the wealthy, because they have made all the gains in the economy.",No
29396,And I think it's time that the wealthy and corporations paid their fair share to support this country.,No
29401,"I think I should -- you go to her website, and you take a look at her website.",No
29405,And look at her website.,No
29407,It's no difference than this.,No
29409,Just go to her website.,No
29411,I don't think General Douglas MacArthur would like that too much.,No
29413,"Well, at least I have a plan to fight ISIS.",No
29418,"See, you're telling the enemy everything you want to do.",No
29419,No wonder you've been fighting -- no wonder you've been fighting ISIS your entire adult life.,Yes
29420,"That's a -- that's -- go to the -- please, fact checkers, get to work.",No
29430,"Well, I'm really calling for major jobs, because the wealthy are going create tremendous jobs.",No
29431,They're going to expand their companies.,No
29432,They're going to do a tremendous job.,No
29433,I'm getting rid of the carried interest provision.,No
29434,"And if you really look, it's not a tax -- it's really not a great thing for the wealthy.",No
29435,It's a great thing for the middle class.,No
29436,It's a great thing for companies to expand.,No
29439,"And instead of bringing it back and putting the money to work, because they can't work out a deal to -- and everybody agrees it should be brought back.",No
29440,"Instead of that, they're leaving our country to get their money, because they can't bring their money back into our country, because of bureaucratic red tape, because they can't get together.",Yes
29441,Because we have -- we have a president that can't sit them around a table and get them to approve something.,No
29443,"Republicans and Democrats agree that this should be done, $2.5 trillion.",Yes
29447,But we have no leadership.,No
29457,"Now, let me say this, it is absolutely the case...",No
29458,There's nothing crazy about not letting our companies bring their money back into their country.,No
29461,"Yeah, well, let's start the clock again, Lester.",No
29463,"I don't see changes in the corporate tax rates or the kinds of proposals you're referring to that would cause the repatriation, bringing back of money that's stranded overseas.",No
29465,Then you didn't read it.,No
29468,You've proposed an approach that has a...,No
29469,Who gave it that name?,No
29470,The first I've -- who gave it that name?,No
29474,And when you look at what you are proposing...,No
29476,How much for my family?,No
29481,"It got us into the mess we were in, in 2008 and 2009.",Yes
29485,I don't think top-down works in America.,No
29486,"I think building the middle class, investing in the middle class, making college debt-free so more young people can get their education, helping people refinance their -- their debt from college at a lower rate.",No
29494,Our country is suffering because people like Secretary Clinton have made such bad decisions in terms of our jobs and in terms of what's going on.,No
29495,"Now, look, we have the worst revival of an economy since the Great Depression.",Yes
29497,"And the only thing that looks good is the stock market, but if you raise interest rates even a little bit, that's going to come crashing down.",Yes
29498,"We are in a big, fat, ugly bubble.",No
29499,And we better be awfully careful.,No
29503,"And believe me: The day Obama goes off, and he leaves, and goes out to the golf course for the rest of his life to play golf, when they raise interest rates, you're going to see some very bad things happen, because the Fed is not doing their job.",No
29504,The Fed is being more political than Secretary Clinton.,No
29510,"And -- as soon as the audit's finished, it will be released.",No
29512,"It shows income -- in fact, the income -- I just looked today -- the income is filed at $694 million for this past year, $694 million.",Yes
29513,"If you would have told me I was going to make that 15 or 20 years ago, I would have been very surprised.",No
29514,But that's the kind of thinking that our country needs.,No
29516,You know what that is?,No
29518,We have people that are political hacks negotiating our trade deals.,No
29524,"Look, I've been under audit almost for 15 years.",Yes
29526,"I said, do you get audited?",No
29527,I get audited almost every year.,Yes
29531,It's almost become a way of life.,No
29532,I get audited by the IRS.,Yes
29535,We have a situation in this country that has to be taken care of.,No
29536,"I will release my tax returns -- against my lawyer's wishes -- when she releases her 33,000 e-mails that have been deleted.",Yes
29537,"As soon as she releases them, I will release.",No
29539,I will release my tax returns.,No
29540,"And that's against -- my lawyers, they say, ""Don't do it.""",No
29541,I will tell you this.,No
29543,"Almost every lawyer says, you don't release your returns until the audit's complete.",Yes
29545,But I would go against them if she releases her e-mails.,No
29555,"Well, I think you've seen another example of bait-and- switch here.",No
29558,We know the IRS has made clear there is no prohibition on releasing it when you're under audit.,Yes
29560,And I think there may be a couple of reasons.,No
29562,"Second, maybe he's not as charitable as he claims to be.",No
29563,"Third, we don't know all of his business dealings, but we have been told through investigative reporting that he owes about $650 million to Wall Street and foreign banks.",Yes
29568,"And the financial disclosure statements, they don't give you the tax rate.",No
29570,And it just seems to me that this is something that the American people deserve to see.,No
29571,"And I have no reason to believe that he's ever going to release his tax returns, because there's something he's hiding.",No
29573,We'll keep guessing at what it might be that he's hiding.,No
29576,"Well, he owes you the answers to that, and he should provide them.",No
29582,"And if I had to do it over again, I would, obviously, do it differently.",No
29583,But I'm not going to make any excuses.,No
29584,"It was a mistake, and I take responsibility for that.",No
29589,That was not a mistake.,No
29595,You learn a lot from financial disclosure.,No
29596,And you should go down and take a look at that.,No
29599,It's not a lot of money relative to what I had.,No
29600,"The buildings that were in question, they said in the same report, which was -- actually, it wasn't even a bad story, to be honest with you, but the buildings are worth $3.9 billion.",Yes
29610,And the reason I say that is not in a braggadocios way.,No
29611,It's because it's about time that this country had somebody running it that has an idea about money.,No
29612,"When we have $20 trillion in debt, and our country's a mess, you know, it's one thing to have $20 trillion in debt and our roads are good and our bridges are good and everything's in great shape, our airports.",Yes
29613,Our airports are like from a third world country.,No
29616,"We owe $20 trillion, and we're a mess.",Yes
29618,"And we've spent $6 trillion in the Middle East, according to a report that I just saw.",Yes
29622,Our country has tremendous problems.,No
29628,And maybe because you haven't paid any federal income tax for a lot of years.,Yes
29630,And the other thing I think is important...,No
29632,"... is if your -- if your main claim to be president of the United States is your business, then I think we should talk about that.",No
29638,It immediately was put to use.,No
29639,"And you wouldn't pay what the man needed to be paid, what he was charging you to do...",No
29640,Maybe he didn't do a good job and I was unsatisfied with his work...,No
29646,"And when we talk about your business, you've taken business bankruptcy six times.",Yes
29648,You call yourself the King of Debt.,No
29650,You even at one time suggested that you would try to negotiate down the national debt of the United States.,Yes
29653,"Well, sometimes there's not a direct transfer of skills from business to government, but sometimes what happened in business would be really bad for government.",No
29655,And we need to be very clear about that.,No
29656,"So, yeah, I think -- I do think it's time.",No
29657,"Look, it's all words, it's all sound bites.",No
29663,"Now, if you want to change the laws, you've been there a long time, change the laws.",No
29665,"My obligation right now is to do well for myself, my family, my employees, for my companies.",No
29668,I'll give you an example.,No
29673,And that's what this country should be doing.,No
29674,We build roads and they cost two and three and four times what they're supposed to cost.,Yes
29675,"We buy products for our military and they come in at costs that are so far above what they were supposed to be, because we don't have people that know what they're doing.",Yes
29677,The Trump International is way under budget and way ahead of schedule.,Yes
29688,"Unfortunately, race still determines too much, often determines where people live, determines what kind of education in their public schools they can get, and, yes, it determines how they're treated in the criminal justice system.",Yes
29690,And we've got to do several things at the same time.,No
29691,We have to restore trust between communities and the police.,No
29692,"We have to work to make sure that our police are using the best training, the best techniques, that they're well prepared to use force only when necessary.",No
29696,I've laid out a platform that I think would begin to remedy some of the problems we have in the criminal justice system.,No
29697,"But we also have to recognize, in addition to the challenges that we face with policing, there are so many good, brave police officers who equally want reform.",No
29698,So we have to bring communities together in order to begin working on that as a mutual goal.,No
29700,"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together.",Yes
29701,"So we have to do two things, as I said.",No
29702,We have to restore trust.,No
29704,We have to make sure they respect the communities and the communities respect them.,No
29708,"Well, first of all, Secretary Clinton doesn't want to use a couple of words, and that's law and order.",No
29710,"If we don't have it, we're not going to have a country.",No
29711,"And when I look at what's going on in Charlotte, a city I love, a city where I have investments, when I look at what's going on throughout various parts of our country, whether it's -- I mean, I can just keep naming them all day long -- we need law and order in our country.",No
29716,"In Chicago, they've had thousands of shootings, thousands since January 1st.",Yes
29718,"And I'm saying, where is this?",No
29719,Is this a war-torn country?,No
29723,"In a place like Chicago, where thousands of people have been killed, thousands over the last number of years, in fact, almost 4,000 have been killed since Barack Obama became president, over -- almost 4,000 people in Chicago have been killed.",Yes
29724,We have to bring back law and order.,No
29734,We have to be -- we have to know what we're doing.,No
29736,"We have to protect our inner cities, because African-American communities are being decimated by crime, decimated.",Yes
29741,It was taken away from her.,Yes
29743,They would have won an appeal.,No
29746,"No, the argument is that we have to take the guns away from these people that have them and they are bad people that shouldn't have them.",No
29748,"These are people that are bad people that shouldn't be -- when you have 3,000 shootings in Chicago from January 1st, when you have 4,000 people killed in Chicago by guns, from the beginning of the presidency of Barack Obama, his hometown, you have to have stop-and-frisk.",Yes
29750,"You need a better community, you know, relation.",No
29754,It's terrible what's going on in Chicago.,No
29755,"But when you look -- and Chicago's not the only -- you go to Ferguson, you go to so many different places.",No
29758,"You need better relationships between the communities and the police, because in some cases, it's not good.",No
29763,"But we need -- Lester, we need law and order.",No
29764,"And we need law and order in the inner cities, because the people that are most affected by what's happening are African-American and Hispanic people.",Yes
29769,"You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids.",No
29772,"There are the right ways of doing it, and then there are ways that are ineffective.",No
29775,"Now, I believe in community policing.",No
29776,"And, in fact, violent crime is one-half of what it was in 1991.",Yes
29777,Property crime is down 40 percent.,Yes
29778,We just don't want to see it creep back up.,No
29781,Too many young African-American and Latino men ended up in jail for nonviolent offenses.,Yes
29782,"And it's just a fact that if you're a young African-American man and you do the same thing as a young white man, you are more likely to be arrested, charged, convicted, and incarcerated.",Yes
29784,We cannot just say law and order.,No
29786,We need to have more second chance programs.,No
29788,You shouldn't have a profit motivation to fill prison cells with young Americans.,No
29789,So there are some positive ways we can work on this.,No
29790,And I believe strongly that commonsense gun safety measures would assist us.,No
29791,"Right now -- and this is something Donald has supported, along with the gun lobby -- right now, we've got too many military- style weapons on the streets.",Yes
29792,"In a lot of places, our police are outgunned.",Yes
29794,And we finally need to pass a prohibition on anyone who's on the terrorist watch list from being able to buy a gun in our country.,No
29795,"If you're too dangerous to fly, you are too dangerous to buy a gun.",No
29799,"Lester, I think implicit bias is a problem for everyone, not just police.",No
29800,"I think, unfortunately, too many of us in our great country jump to conclusions about each other.",No
29805,They've got a lot of concerns.,No
29810,I'd like to respond to that.,No
29814,"When a person is on a watch list or a no-fly list, and I have the endorsement of the NRA, which I'm very proud of.",No
29820,"And that's a term that I think was a -- it's -- it's been horribly met, as you know.",No
29824,"Well, I'm talking about taking guns away from gangs and people that use them.",No
29825,"And I don't think -- I really don't think you disagree with me on this, if you want to know the truth.",No
29826,"I think maybe there's a political reason why you can't say it, but I really don't believe -- in New York City, stop-and-frisk, we had 2,200 murders, and stop-and-frisk brought it down to 500 murders.",Yes
29827,Five hundred murders is a lot of murders.,No
29828,"It's hard to believe, 500 is like supposed to be good?",No
29831,And it was terminated by current mayor.,Yes
29832,But stop-and- frisk had a tremendous impact on the safety of New York City.,Yes
29834,"So when you say it has no impact, it really did.",No
29835,"It had a very, very big impact.",No
29836,"Well, it's also fair to say, if we're going to talk about mayors, that under the current mayor, crime has continued to drop, including murders.",Yes
29844,New York -- New York has done an excellent job.,No
29846,"And other communities need to come together to do what will work, as well.",No
29848,But it is important that we learn about what has been effective.,No
29851,"But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods.",No
29852,"And so we need to do a better job of working, again, with the communities, faith communities, business communities, as well as the police to try to deal with this problem.",No
29855,"I'd like to just respond, if I might.",No
29860,"Look, the African-American community has been let down by our politicians.",No
29861,"They talk good around election time, like right now, and after the election, they said, see ya later, I'll see you in four years.",No
29864,They've controlled these communities for up to 100 years.,Yes
29867,"Well, I -- I do think...",No
29868,"And I will tell you, you look at the inner cities -- and I just left Detroit, and I just left Philadelphia, and I just -- you know, you've seen me, I've been all over the place.",No
29871,And I've met some of the greatest people I'll ever meet within these communities.,No
29872,"And they are very, very upset with what their politicians have told them and what their politicians have done.",No
29874,I think -- I think -- I think Donald just criticized me for preparing for this debate.,No
29876,And you know what else I prepared for?,No
29877,I prepared to be president.,No
29878,And I think that's a good thing.,No
29884,"I'll tell you very -- well, just very simple to say.",No
29885,Sidney Blumenthal works for the campaign and close -- very close friend of Secretary Clinton.,No
29887,"And you can go look it up, and you can check it out.",No
29888,"And if you look at CNN this past week, Patti Solis Doyle was on Wolf Blitzer saying that this happened.",No
29889,"Blumenthal sent McClatchy, highly respected reporter at McClatchy, to Kenya to find out about it.",Yes
29891,She failed to get the birth certificate.,Yes
29895,And I'll tell you why I'm satisfied with it.,No
29898,"Because I want to get on to defeating ISIS, because I want to get on to creating jobs, because I want to get on to having a strong border, because I want to get on to things that are very important to me and that are very important to the country.",No
29907,"Well, nobody was pressing it, nobody was caring much about it.",No
29908,"I figured you'd ask the question tonight, of course.",No
29909,But nobody was caring much about it.,No
29911,And I think I did a good job.,No
29913,"I mean, you know -- now, everybody in mainstream is going to say, oh, that's not true.",No
29924,"I say nothing, because I was able to get him to produce it.",No
29925,He should have produced it a long time before.,No
29927,But let me just tell you.,No
29928,"When you talk about healing, I think that I've developed very, very good relationships over the last little while with the African-American community.",No
29930,And I feel that they really wanted me to come to that conclusion.,No
29931,"And I think I did a great job and a great service not only for the country, but even for the president, in getting him to produce his birth certificate.",No
29936,But it can't be dismissed that easily.,No
29937,He has really started his political activity based on this racist lie that our first black president was not an American citizen.,Yes
29942,And the birther lie was a very hurtful one.,No
29943,"You know, Barack Obama is a man of great dignity.",No
29948,I would love to respond.,No
29954,I don't think you can deny that.,No
29955,"But just last week, your campaign manager said it was true.",Yes
29960,It was very easy to do.,No
29962,"And, you know, I also notice the very nasty commercials that you do on me in so many different ways, which I don't do on you.",No
29963,Maybe I'm trying to save the money.,No
29964,"But, frankly, I look -- I look at that, and I say, isn't that amazing?",No
29965,"Because I settled that lawsuit with no admission of guilt, but that was a lawsuit brought against many real estate firms, and it's just one of those things.",Yes
29966,I'll go one step further.,No
29967,"In Palm Beach, Florida, tough community, a brilliant community, a wealthy community, probably the wealthiest community there is in the world, I opened a club, and really got great credit for it.",No
29970,And I'm so glad I did it.,No
29971,And I have been given great credit for what I did.,No
29981,"Well, I think cyber security, cyber warfare will be one of the biggest challenges facing the next president, because clearly we're facing at this point two different kinds of adversaries.",No
29989,"And one of the things he's done is to let loose cyber attackers to hack into government files, to hack into personal files, hack into the Democratic National Committee.",Yes
29990,"And we recently have learned that, you know, that this is one of their preferred methods of trying to wreak havoc and collect information.",Yes
29991,"We need to make it very clear -- whether it's Russia, China, Iran or anybody else -- the United States has much greater capacity.",No
29992,"And we are not going to sit idly by and permit state actors to go after our information, our private-sector information or our public-sector information.",No
29994,We don't want to engage in a different kind of warfare.,No
29995,But we will defend the citizens of this country.,No
29996,And the Russians need to understand that.,No
29997,"I think they've been treating it as almost a probing, how far would we go, how much would we do.",No
29998,And that's why I was so -- I was so shocked when Donald publicly invited Putin to hack into Americans.,Yes
30002,... have said that Donald is unfit to be the commander- in-chief.,Yes
30007,"I do want to say that I was just endorsed -- and more are coming next week -- it will be over 200 admirals, many of them here -- admirals and generals endorsed me to lead this country.",Yes
30009,And I'm very proud of it.,No
30011,They've never endorsed anybody before on immigration.,Yes
30014,"So when Secretary Clinton talks about this, I mean, I'll take the admirals and I'll take the generals any day over the political hacks that I see that have led our country so brilliantly over the last 10 years with their knowledge.",No
30016,Because look at the mess that we're in.,No
30017,Look at the mess that we're in.,No
30019,"We should be better than anybody else, and perhaps we're not.",No
30020,I don't think anybody knows it was Russia that broke into the DNC.,Yes
30023,It could also be lots of other people.,No
30028,Look what happened to her.,No
30029,But Bernie Sanders was taken advantage of.,No
30031,"Now, whether that was Russia, whether that was China, whether it was another country, we don't know, because the truth is, under President Obama we've lost control of things that we used to have control over.",No
30034,"So we have to get very, very tough on cyber and cyber warfare.",No
30035,It is -- it is a huge problem.,No
30039,"He is so good with these computers, it's unbelievable.",No
30040,"The security aspect of cyber is very, very tough.",No
30041,And maybe it's hardly doable.,No
30042,"But I will say, we are not doing the job we should be doing.",No
30043,But that's true throughout our whole governmental society.,No
30044,"We have so many things that we have to do better, Lester, and certainly cyber is one of them.",No
30049,"I think we need to do much more with our tech companies to prevent ISIS and their operatives from being able to use the Internet to radicalize, even direct people in our country and Europe and elsewhere.",No
30052,Our military is assisting in Iraq.,Yes
30053,"And we're hoping that within the year we'll be able to push ISIS out of Iraq and then, you know, really squeeze them in Syria.",No
30064,We will take out ISIS.,No
30065,"Well, President Obama and Secretary Clinton created a vacuum the way they got out of Iraq, because they got out -- what, they shouldn't have been in, but once they got in, the way they got out was a disaster.",No
30069,She's been trying to take them out for a long time.,Yes
30071,And then you wouldn't have had them.,No
30073,"And now they have the oil all over the place, including the oil -- a lot of the oil in Libya, which was another one of her disasters.",No
30075,"Well, I hope the fact-checkers are turning up the volume and really working hard.",No
30076,Donald supported the invasion of Iraq.,Yes
30083,"And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.",No
30084,"But let's talk about the question you asked, Lester.",No
30085,"The question you asked is, what do we do here in the United States?",No
30086,That's the most important part of this.,No
30087,How do we prevent attacks?,No
30089,"And I think we've got to have an intelligence surge, where we are looking for every scrap of information.",No
30090,"I was so proud of law enforcement in New York, in Minnesota, in New Jersey.",No
30092,And they brought him down.,No
30093,"And we may find out more information because he is still alive, which may prove to be an intelligence benefit.",No
30099,They're on the front lines.,No
30100,They can provide information to us that we might not get anywhere else.,No
30107,"Under your direction, to a large extent.",No
30110,"And now they're going to be actually probably a major power at some point pretty soon, the way they're going.",No
30112,"And you have to understand, I'm a businessperson.",No
30114,But I have common sense.,No
30115,"And I said, well, I'll tell you.",No
30116,I haven't given lots of thought to NATO.,No
30118,"Number one, the 28 countries of NATO, many of them aren't paying their fair share.",Yes
30119,"Number two -- and that bothers me, because we should be asking -- we're defending them, and they should at least be paying us what they're supposed to be paying by treaty and contract.",Yes
30120,"And, number two, I said, and very strongly, NATO could be obsolete, because -- and I was very strong on this, and it was actually covered very accurately in the New York Times, which is unusual for the New York Times, to be honest -- but I said, they do not focus on terror.",Yes
